name	taxonomy_id	taxonomy_lvl	119_S24.F.bracken_num	119_S24.F.bracken_frac	120_S25.F.bracken_num	120_S25.F.bracken_frac	140_S26.F.bracken_num	140_S26.F.bracken_frac	147_S27.F.bracken_num	147_S27.F.bracken_frac	177_S28.F.bracken_num	177_S28.F.bracken_frac	178_S29.F.bracken_num	178_S29.F.bracken_frac	179_S31.F.bracken_num	179_S31.F.bracken_frac	209_S30.F.bracken_num	209_S30.F.bracken_frac	214_S32.F.bracken_num	214_S32.F.bracken_frac	82_S21.F.bracken_num	82_S21.F.bracken_frac	88_S22.F.bracken_num	88_S22.F.bracken_frac	99_S23.F.bracken_num	99_S23.F.bracken_frac	BLB_S18.F.bracken_num	BLB_S18.F.bracken_frac	BLB_WG4.F.bracken_num	BLB_WG4.F.bracken_frac	BLR_S17.F.bracken_num	BLR_S17.F.bracken_frac	BLR_WG4.F.bracken_num	BLR_WG4.F.bracken_frac	BLS_S16.F.bracken_num	BLS_S16.F.bracken_frac	DC06_S1.F.bracken_num	DC06_S1.F.bracken_frac	DC10_S2.F.bracken_num	DC10_S2.F.bracken_frac	DC11_S3.F.bracken_num	DC11_S3.F.bracken_frac	DC17_S4.F.bracken_num	DC17_S4.F.bracken_frac	DM13_S9.F.bracken_num	DM13_S9.F.bracken_frac	DM14_S10.F.bracken_num	DM14_S10.F.bracken_frac	DM15_S11.F.bracken_num	DM15_S11.F.bracken_frac	DM16_S12.F.bracken_num	DM16_S12.F.bracken_frac	GG01_S14.F.bracken_num	GG01_S14.F.bracken_frac	GH01_S13.F.bracken_num	GH01_S13.F.bracken_frac	GN13_S5.F.bracken_num	GN13_S5.F.bracken_frac	GN15_S6.F.bracken_num	GN15_S6.F.bracken_frac	GN18_S7.F.bracken_num	GN18_S7.F.bracken_frac	GN19_S8.F.bracken_num	GN19_S8.F.bracken_frac	NEG_S33.F.bracken_num	NEG_S33.F.bracken_frac	OC01_S15.F.bracken_num	OC01_S15.F.bracken_frac
Pergidae	32409	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	13	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Narnaviridae	186766	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	79	0.00001	18	0.00000	24	0.00000	27	0.00000	61	0.00000	59	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	35	0.00000	13	0.00000	11	0.00000	0	0.00000	27	0.00000
Rhinotermitidae	36985	F	131	0.00002	90	0.00001	185	0.00002	95	0.00001	110	0.00001	103	0.00001	47	0.00000	158	0.00002	329	0.00004	101	0.00001	157	0.00002	43	0.00001	117	0.00001	110	0.00001	43	0.00001	149	0.00002	150	0.00001	148	0.00001	0	0.00000	24	0.00000	36	0.00000	41	0.00001	19	0.00000	52	0.00001	47	0.00000	29	0.00000	59	0.00000	96	0.00001	56	0.00001	63	0.00001	25	0.00000	0	0.00000	163	0.00002
Ericaceae	4345	F	149	0.00002	193	0.00003	95	0.00001	147	0.00001	166	0.00001	151	0.00002	128	0.00001	213	0.00002	244	0.00003	158	0.00002	181	0.00002	43	0.00001	147	0.00002	194	0.00002	107	0.00002	108	0.00001	320	0.00003	275	0.00002	48	0.00000	95	0.00001	77	0.00001	55	0.00001	93	0.00001	91	0.00001	102	0.00001	74	0.00001	99	0.00001	84	0.00001	33	0.00000	127	0.00001	36	0.00000	0	0.00000	242	0.00003
Thalassionemataceae	38755	F	0	0.00000	0	0.00000	0	0.00000	47	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	138	0.00001	0	0.00000	185	0.00002	219	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	155	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ochromonadaceae	88165	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	251	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phragmonemataceae	139981	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000
Rhyparochromidae	238617	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	161	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Matutidae	761932	F	0	0.00000	0	0.00000	20	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fluviibacteraceae	2808923	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	112	0.00001	103	0.00001	0	0.00000	147	0.00001	401	0.00005	0	0.00000	0	0.00000	56	0.00001	71	0.00001	0	0.00000	26	0.00000	5490	0.00056	0	0.00000	48	0.00000	23	0.00000	114	0.00001	36	0.00000	17	0.00000	90	0.00001	16	0.00000	39	0.00000	524	0.00007	17	0.00000	123	0.00002	14	0.00000	601	0.00005	34	0.00000	0	0.00000	0	0.00000
Phrymaceae	41399	F	328	0.00005	343	0.00005	406	0.00004	540	0.00005	555	0.00005	424	0.00004	397	0.00004	539	0.00005	483	0.00006	484	0.00005	400	0.00004	285	0.00005	424	0.00005	665	0.00007	303	0.00005	1125	0.00011	898	0.00008	646	0.00006	112	0.00001	586	0.00005	331	0.00003	261	0.00005	628	0.00006	384	0.00004	369	0.00004	273	0.00004	303	0.00003	380	0.00005	543	0.00005	600	0.00005	294	0.00003	0	0.00000	610	0.00008
Serranidae	30871	F	68598	0.01072	72196	0.01078	83597	0.00847	91844	0.00835	98611	0.00887	83151	0.00827	81643	0.00868	106285	0.01065	76076	0.00884	87675	0.00944	57073	0.00554	52700	0.00964	64536	0.00715	30649	0.00317	41436	0.00707	33975	0.00347	37541	0.00347	68663	0.00593	22771	0.00203	34324	0.00276	48220	0.00454	35469	0.00643	23184	0.00240	23843	0.00279	22834	0.00243	30916	0.00441	70711	0.00593	76178	0.01023	38522	0.00379	48249	0.00438	20722	0.00221	0	0.00000	56548	0.00749
Cochlostomatidae	1663723	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhagophthalmidae	71489	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	128	0.00001	108	0.00001	103	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	154	0.00001	0	0.00000	0	0.00000	22	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Diadumenidae	478428	F	2953	0.00046	2968	0.00044	4901	0.00050	5605	0.00051	5832	0.00052	4973	0.00049	4861	0.00052	5223	0.00052	5313	0.00062	4329	0.00047	6333	0.00062	2932	0.00054	6011	0.00067	5729	0.00059	3981	0.00068	6355	0.00065	8620	0.00080	5445	0.00047	1690	0.00015	4659	0.00037	3569	0.00034	2047	0.00037	4214	0.00044	2859	0.00033	2786	0.00030	2376	0.00034	3870	0.00032	4119	0.00055	4360	0.00043	4496	0.00041	2182	0.00023	0	0.00000	3295	0.00044
Sperchontidae	257716	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Membracidae	30095	F	130	0.00002	186	0.00003	9411	0.00095	11199	0.00102	453	0.00004	923	0.00009	1136	0.00012	403	0.00004	465	0.00005	16740	0.00180	10456	0.00102	904	0.00017	185	0.00002	0	0.00000	103	0.00002	0	0.00000	0	0.00000	1598	0.00014	614	0.00005	414	0.00003	1222	0.00011	774	0.00014	1149	0.00012	1079	0.00013	434	0.00005	924	0.00013	19	0.00000	671	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saprospiraceae	89374	F	17	0.00000	173	0.00003	44	0.00000	40	0.00000	70	0.00001	96	0.00001	35	0.00000	99	0.00001	35	0.00000	45	0.00000	42	0.00000	31	0.00001	261	0.00003	14592	0.00151	84	0.00001	1387	0.00014	3237	0.00030	512	0.00004	68	0.00001	5546	0.00045	956	0.00009	377	0.00007	878	0.00009	644	0.00008	395	0.00004	385	0.00005	84	0.00001	80	0.00001	216	0.00002	327	0.00003	129	0.00001	0	0.00000	13	0.00000
Caeciliusidae	159975	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phrynobatrachidae	685134	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	101	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plantaginaceae	156152	F	229	0.00004	362	0.00005	77	0.00001	78	0.00001	165	0.00001	122	0.00001	225	0.00002	497	0.00005	132	0.00002	145	0.00002	135	0.00001	100	0.00002	194	0.00002	1233	0.00013	90	0.00002	451	0.00005	255	0.00002	964	0.00008	160	0.00001	265	0.00002	488	0.00005	235	0.00004	174	0.00002	188	0.00002	349	0.00004	78	0.00001	51	0.00000	66	0.00001	78	0.00001	141	0.00001	59	0.00001	0	0.00000	57	0.00001
Myobiidae	1046726	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	78	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tingidae	236450	F	0	0.00000	0	0.00000	39	0.00000	51	0.00000	19	0.00000	32	0.00000	34	0.00000	70	0.00001	0	0.00000	15	0.00000	59	0.00001	0	0.00000	0	0.00000	3194	0.00033	0	0.00000	277	0.00003	2143	0.00020	11	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	57	0.00001	0	0.00000	0	0.00000	0	0.00000
Plagiogrammaceae	232509	F	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oonopidae	1498386	F	0	0.00000	0	0.00000	581	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Azospirillaceae	2829815	F	564	0.00009	609	0.00009	3086	0.00031	3643	0.00033	652	0.00006	527	0.00005	480	0.00005	692	0.00007	540	0.00006	648	0.00007	458	0.00004	447	0.00008	2671	0.00030	2282	0.00024	1163	0.00020	1339	0.00014	1170	0.00011	3544	0.00031	2374	0.00021	11683	0.00094	13542	0.00127	5128	0.00093	11115	0.00115	5071	0.00059	12343	0.00131	2167	0.00031	3594	0.00030	483	0.00006	3075	0.00030	6197	0.00056	10203	0.00109	0	0.00000	425	0.00006
Hydropsychidae	41030	F	12	0.00000	0	0.00000	17	0.00000	15	0.00000	0	0.00000	15	0.00000	11	0.00000	0	0.00000	16	0.00000	0	0.00000	24	0.00000	14	0.00000	20	0.00000	28	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	11	0.00000	0	0.00000	0	0.00000
Bdellouridae	46764	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	12	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Stappiaceae	2821832	F	201	0.00003	201	0.00003	196	0.00002	327	0.00003	497	0.00004	316	0.00003	176	0.00002	812	0.00008	258	0.00003	295	0.00003	337	0.00003	544	0.00010	2473	0.00027	1443	0.00015	829	0.00014	1393	0.00014	533	0.00005	3186	0.00028	1918	0.00017	11676	0.00094	13869	0.00130	4938	0.00089	11396	0.00118	4938	0.00058	13516	0.00144	2203	0.00031	3711	0.00031	344	0.00005	1909	0.00019	5144	0.00047	7275	0.00078	0	0.00000	298	0.00004
Chlamydomonadaceae	3051	F	653	0.00010	789	0.00012	673	0.00007	656	0.00006	720	0.00006	611	0.00006	591	0.00006	1131	0.00011	656	0.00008	716	0.00008	662	0.00006	525	0.00010	1367	0.00015	1678	0.00017	773	0.00013	3951	0.00040	3357	0.00031	1029	0.00009	540	0.00005	1652	0.00013	1230	0.00012	718	0.00013	1556	0.00016	1119	0.00013	1406	0.00015	674	0.00010	1764	0.00015	892	0.00012	1872	0.00018	1639	0.00015	1238	0.00013	0	0.00000	726	0.00010
Rivulidae	28771	F	2981	0.00047	3353	0.00050	3551	0.00036	3637	0.00033	4285	0.00039	3608	0.00036	3500	0.00037	4873	0.00049	3033	0.00035	2961	0.00032	2216	0.00022	2065	0.00038	2604	0.00029	2019	0.00021	1687	0.00029	2262	0.00023	2679	0.00025	3678	0.00032	1157	0.00010	2258	0.00018	2837	0.00027	2033	0.00037	1107	0.00011	1374	0.00016	1269	0.00013	3923	0.00056	4020	0.00034	4136	0.00056	2616	0.00026	3159	0.00029	1553	0.00017	0	0.00000	2699	0.00036
Gloeobacteraceae	1890422	F	22	0.00000	33	0.00000	42	0.00000	101	0.00001	214	0.00002	33	0.00000	208	0.00002	128	0.00001	91	0.00001	42	0.00000	59	0.00001	53	0.00001	141	0.00002	359	0.00004	130	0.00002	167	0.00002	64	0.00001	176	0.00002	89	0.00001	404	0.00003	253	0.00002	130	0.00002	641	0.00007	243	0.00003	383	0.00004	90	0.00001	89	0.00001	74	0.00001	85	0.00001	266	0.00002	304	0.00003	0	0.00000	79	0.00001
Pangasiidae	7999	F	1282	0.00020	1383	0.00021	2166	0.00022	2373	0.00022	2647	0.00024	2190	0.00022	2044	0.00022	2634	0.00026	1693	0.00020	1808	0.00019	1232	0.00012	1146	0.00021	1449	0.00016	614	0.00006	937	0.00016	783	0.00008	917	0.00008	1718	0.00015	453	0.00004	980	0.00008	1090	0.00010	861	0.00016	533	0.00006	687	0.00008	731	0.00008	592	0.00008	2499	0.00021	2197	0.00029	1278	0.00013	1468	0.00013	876	0.00009	0	0.00000	1607	0.00021
Encyrtidae	29051	F	301	0.00005	360	0.00005	539	0.00005	982	0.00009	546	0.00005	458	0.00005	467	0.00005	809	0.00008	462	0.00005	514	0.00006	608	0.00006	296	0.00005	454	0.00005	283	0.00003	394	0.00007	228	0.00002	276	0.00003	593	0.00005	219	0.00002	578	0.00005	327	0.00003	295	0.00005	364	0.00004	269	0.00003	319	0.00003	1092	0.00016	434	0.00004	495	0.00007	260	0.00003	453	0.00004	218	0.00002	0	0.00000	364	0.00005
Helotiaceae	5181	F	82	0.00001	510	0.00008	100	0.00001	113	0.00001	146	0.00001	143	0.00001	124	0.00001	162	0.00002	96	0.00001	83	0.00001	81	0.00001	145	0.00003	206	0.00002	73	0.00001	119	0.00002	60	0.00001	75	0.00001	140	0.00001	38	0.00000	193	0.00002	81	0.00001	48	0.00001	53	0.00001	32	0.00000	89	0.00001	73	0.00001	164	0.00001	168	0.00002	137	0.00001	749	0.00007	149	0.00002	0	0.00000	52	0.00001
Ionidae	1458139	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	153	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Takuidae	85304	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Echeneidae	173245	F	17882	0.00279	18625	0.00278	19380	0.00196	21638	0.00197	24754	0.00223	21571	0.00214	20738	0.00220	25205	0.00253	19896	0.00231	18799	0.00202	12601	0.00122	12387	0.00227	17184	0.00190	10050	0.00104	10485	0.00179	13880	0.00142	15303	0.00141	18452	0.00159	6273	0.00056	8755	0.00070	11751	0.00111	8338	0.00151	4882	0.00051	5055	0.00059	5428	0.00058	6276	0.00089	15064	0.00126	16415	0.00220	9830	0.00097	11484	0.00104	5369	0.00057	0	0.00000	14655	0.00194
Erysipelotrichaceae	128827	F	278	0.00004	306	0.00005	420	0.00004	390	0.00004	567	0.00005	542	0.00005	448	0.00005	640	0.00006	332	0.00004	406	0.00004	531	0.00005	400	0.00007	1052	0.00012	31690	0.00327	1754	0.00030	20558	0.00210	24889	0.00230	10542	0.00091	2445	0.00022	15274	0.00123	4378	0.00041	1909	0.00035	22538	0.00233	9464	0.00111	14741	0.00157	29382	0.00419	4407	0.00037	2519	0.00034	24589	0.00242	15532	0.00141	4742	0.00051	0	0.00000	208	0.00003
Haemonchidae	126387	F	7331	0.00115	7361	0.00110	8455	0.00086	9414	0.00086	11341	0.00102	10207	0.00101	9607	0.00102	10843	0.00109	8942	0.00104	8252	0.00089	9301	0.00090	5910	0.00108	10959	0.00121	12949	0.00134	6947	0.00119	12941	0.00132	15456	0.00143	11103	0.00096	3733	0.00033	9667	0.00078	7545	0.00071	5165	0.00094	8607	0.00089	5895	0.00069	6186	0.00066	5292	0.00075	9795	0.00082	11009	0.00148	8139	0.00080	10509	0.00095	5346	0.00057	0	0.00000	7993	0.00106
Aeshnidae	50509	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobiaceae	82115	F	2124	0.00033	2108	0.00031	4549	0.00046	6135	0.00056	5271	0.00047	4745	0.00047	3781	0.00040	3668	0.00037	3333	0.00039	3583	0.00039	2633	0.00026	2883	0.00053	15896	0.00176	13833	0.00143	7129	0.00122	11711	0.00119	7898	0.00073	28605	0.00247	15813	0.00141	99368	0.00798	105624	0.00994	41492	0.00752	87731	0.00908	45164	0.00528	120188	0.01278	17961	0.00256	28800	0.00242	3134	0.00042	21314	0.00210	43792	0.00398	72674	0.00775	0	0.00000	3499	0.00046
Tristiridae	323542	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	267	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caprimulgidae	48283	F	13855	0.00216	15596	0.00233	17440	0.00177	19022	0.00173	18853	0.00170	16573	0.00165	15874	0.00169	18130	0.00182	15935	0.00185	25982	0.00280	15743	0.00153	9239	0.00169	15467	0.00171	13937	0.00144	9955	0.00170	16954	0.00173	17316	0.00160	15584	0.00135	5009	0.00045	10864	0.00087	10696	0.00101	7403	0.00134	9637	0.00100	6925	0.00081	7359	0.00078	8816	0.00126	13609	0.00114	14263	0.00191	9482	0.00093	12068	0.00110	5436	0.00058	0	0.00000	13556	0.00180
Togaviridae	11018	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	28	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cunaxidae	386840	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jiangellaceae	1217100	F	66	0.00001	49	0.00001	92	0.00001	142	0.00001	102	0.00001	66	0.00001	46	0.00000	45	0.00000	38	0.00000	65	0.00001	35	0.00000	67	0.00001	121	0.00001	331	0.00003	57	0.00001	159	0.00002	119	0.00001	351	0.00003	169	0.00002	1231	0.00010	900	0.00008	502	0.00009	994	0.00010	531	0.00006	1132	0.00012	334	0.00005	253	0.00002	115	0.00002	696	0.00007	1073	0.00010	1341	0.00014	0	0.00000	26	0.00000
Scyliorhinidae	7826	F	6213	0.00097	6739	0.00101	7424	0.00075	8132	0.00074	10318	0.00093	8896	0.00088	8517	0.00091	11301	0.00113	13530	0.00157	6807	0.00073	12754	0.00124	5284	0.00097	14632	0.00162	4135	0.00043	9410	0.00161	5731	0.00058	5429	0.00050	12815	0.00111	4054	0.00036	5787	0.00046	9136	0.00086	6116	0.00111	4053	0.00042	3537	0.00041	3277	0.00035	5883	0.00084	7433	0.00062	7956	0.00107	4008	0.00039	5422	0.00049	3213	0.00034	0	0.00000	19687	0.00261
Nereididae	39820	F	10105	0.00158	10573	0.00158	16631	0.00168	17997	0.00164	20723	0.00186	19162	0.00191	18462	0.00196	19069	0.00191	12956	0.00150	15690	0.00169	13849	0.00135	9515	0.00174	15903	0.00176	15744	0.00163	10398	0.00177	15835	0.00162	16386	0.00151	18130	0.00157	5793	0.00052	11173	0.00090	11312	0.00106	8360	0.00152	11400	0.00118	6749	0.00079	7234	0.00077	11793	0.00168	17164	0.00144	17037	0.00229	11288	0.00111	12824	0.00116	5312	0.00057	0	0.00000	11233	0.00149
Pseudostomidae	86118	F	0	0.00000	0	0.00000	102	0.00001	127	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	78	0.00001	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Myraboliidae	1605791	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
