name	taxonomy_id	taxonomy_lvl	119_S24.O.bracken_num	119_S24.O.bracken_frac	120_S25.O.bracken_num	120_S25.O.bracken_frac	140_S26.O.bracken_num	140_S26.O.bracken_frac	147_S27.O.bracken_num	147_S27.O.bracken_frac	177_S28.O.bracken_num	177_S28.O.bracken_frac	178_S29.O.bracken_num	178_S29.O.bracken_frac	179_S31.O.bracken_num	179_S31.O.bracken_frac	209_S30.O.bracken_num	209_S30.O.bracken_frac	214_S32.O.bracken_num	214_S32.O.bracken_frac	82_S21.O.bracken_num	82_S21.O.bracken_frac	88_S22.O.bracken_num	88_S22.O.bracken_frac	99_S23.O.bracken_num	99_S23.O.bracken_frac	BLB_S18.O.bracken_num	BLB_S18.O.bracken_frac	BLB_WG4.O.bracken_num	BLB_WG4.O.bracken_frac	BLR_S17.O.bracken_num	BLR_S17.O.bracken_frac	BLR_WG4.O.bracken_num	BLR_WG4.O.bracken_frac	BLS_S16.O.bracken_num	BLS_S16.O.bracken_frac	DC06_S1.O.bracken_num	DC06_S1.O.bracken_frac	DC10_S2.O.bracken_num	DC10_S2.O.bracken_frac	DC11_S3.O.bracken_num	DC11_S3.O.bracken_frac	DC17_S4.O.bracken_num	DC17_S4.O.bracken_frac	DM13_S9.O.bracken_num	DM13_S9.O.bracken_frac	DM14_S10.O.bracken_num	DM14_S10.O.bracken_frac	DM15_S11.O.bracken_num	DM15_S11.O.bracken_frac	DM16_S12.O.bracken_num	DM16_S12.O.bracken_frac	GG01_S14.O.bracken_num	GG01_S14.O.bracken_frac	GH01_S13.O.bracken_num	GH01_S13.O.bracken_frac	GN13_S5.O.bracken_num	GN13_S5.O.bracken_frac	GN15_S6.O.bracken_num	GN15_S6.O.bracken_frac	GN18_S7.O.bracken_num	GN18_S7.O.bracken_frac	GN19_S8.O.bracken_num	GN19_S8.O.bracken_frac	NEG_S33.O.bracken_num	NEG_S33.O.bracken_frac	OC01_S15.O.bracken_num	OC01_S15.O.bracken_frac
Plagiorchiida	27871	O	2415	0.00038	2454	0.00037	3240	0.00033	3527	0.00032	5627	0.00051	5123	0.00051	5166	0.00055	4167	0.00042	5887	0.00068	3446	0.00037	3648	0.00035	2162	0.00040	4174	0.00046	5174	0.00053	2599	0.00044	4669	0.00048	5150	0.00048	5023	0.00043	1707	0.00015	4154	0.00033	3321	0.00031	2175	0.00039	4271	0.00044	2921	0.00034	3820	0.00041	4554	0.00065	3108	0.00026	3068	0.00041	2799	0.00028	3383	0.00031	2072	0.00022	0	0.00000	2806	0.00037
Porphyridiales	2798	O	18	0.00000	43	0.00001	138	0.00001	194	0.00002	59	0.00001	21	0.00000	18	0.00000	29	0.00000	37	0.00000	26	0.00000	84	0.00001	18	0.00000	21	0.00000	280	0.00003	17	0.00000	282	0.00003	280	0.00003	74	0.00001	21	0.00000	85	0.00001	63	0.00001	30	0.00001	294	0.00003	108	0.00001	100	0.00001	286	0.00004	34	0.00000	20	0.00000	49	0.00000	38	0.00000	28	0.00000	0	0.00000	24	0.00000
Psilotales	3237	O	0	0.00000	18	0.00000	0	0.00000	0	0.00000	135	0.00001	112	0.00001	147	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	22	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Sumerlaeales	2315420	O	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	52	0.00001	67	0.00001	54	0.00001	62	0.00001	58	0.00001	0	0.00000	0	0.00000	97	0.00001	26	0.00000	366	0.00003	103	0.00001	54	0.00001	221	0.00002	107	0.00001	179	0.00002	0	0.00000	13086	0.00110	58	0.00001	25	0.00000	174	0.00002	93	0.00001	0	0.00000	0	0.00000
Verrucomicrobiales	48461	O	85	0.00001	90	0.00001	169	0.00002	237	0.00002	342	0.00003	170	0.00002	158	0.00002	266	0.00003	220	0.00003	171	0.00002	184	0.00002	215	0.00004	3416	0.00038	432	0.00004	435	0.00007	1375	0.00014	2673	0.00025	1749	0.00015	406	0.00004	2462	0.00020	2321	0.00022	1537	0.00028	1440	0.00015	1472	0.00017	1802	0.00019	1398	0.00020	738	0.00006	248	0.00003	562	0.00006	2998	0.00027	2741	0.00029	0	0.00000	209	0.00003
Poales	38820	O	44278	0.00691	48297	0.00721	66939	0.00677	70864	0.00645	73355	0.00660	61180	0.00609	65609	0.00697	72627	0.00728	53838	0.00626	59235	0.00637	61169	0.00594	36450	0.00667	69456	0.00770	75154	0.00776	44856	0.00765	74155	0.00756	93012	0.00859	54382	0.00470	13839	0.00124	64497	0.00518	37635	0.00354	27258	0.00494	56445	0.00584	31965	0.00374	52016	0.00553	45344	0.00646	37396	0.00314	38604	0.00519	44299	0.00436	57937	0.00527	36418	0.00388	0	0.00000	58065	0.00769
Dictyoglomales	203487	O	0	0.00000	13	0.00000	21	0.00000	30	0.00000	26	0.00000	18	0.00000	23	0.00000	31	0.00000	43	0.00000	18	0.00000	27	0.00000	28	0.00001	49	0.00001	397	0.00004	62	0.00001	324	0.00003	391	0.00004	93	0.00001	27	0.00000	277	0.00002	63	0.00001	47	0.00001	206	0.00002	105	0.00001	174	0.00002	89	0.00001	245	0.00002	60	0.00001	208	0.00002	257	0.00002	146	0.00002	0	0.00000	23	0.00000
Anostraca	6659	O	0	0.00000	0	0.00000	129	0.00001	131	0.00001	96	0.00001	57	0.00001	654	0.00007	96	0.00001	69	0.00001	151	0.00002	127	0.00001	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00000	0	0.00000	84	0.00001	58	0.00001	25	0.00000	46	0.00000	109	0.00001	0	0.00000	0	0.00000	114	0.00001	50	0.00001	50	0.00000	16	0.00000	0	0.00000	0	0.00000	41	0.00001
Cladosporiales	2726946	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2490	0.00023	2034	0.00022	0	0.00000	0	0.00000
Burkholderiales	80840	O	9512	0.00149	9109	0.00136	10567	0.00107	13225	0.00120	12181	0.00110	9450	0.00094	9273	0.00099	11446	0.00115	9893	0.00115	9137	0.00098	8957	0.00087	10178	0.00186	80260	0.00889	26906	0.00278	66852	0.01140	17461	0.00178	23264	0.00215	74062	0.00640	51020	0.00456	166383	0.01337	127927	0.01204	59225	0.01073	113013	0.01169	98597	0.01152	117865	0.01252	35490	0.00506	110934	0.00931	30177	0.00406	213821	0.02102	305831	0.02780	2260277	0.24079	13	0.10317	11717	0.00155
Polymorphida	45081	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Calanoida	6833	O	18882	0.00295	19958	0.00298	22307	0.00226	24283	0.00221	26521	0.00239	21934	0.00218	22096	0.00235	24048	0.00241	1013	0.00012	22605	0.00243	78251	0.00760	16284	0.00298	14620	0.00162	7090	0.00073	9125	0.00156	7926	0.00081	8071	0.00075	1916	0.00017	7133	0.00064	9369	0.00075	1320	0.00012	12377	0.00224	5597	0.00058	6101	0.00071	5686	0.00060	12555	0.00179	1129	0.00009	15287	0.00205	7252	0.00071	898	0.00008	4665	0.00050	0	0.00000	868	0.00011
Ahnfeltiales	31361	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	231	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acipenseriformes	7899	O	36378	0.00568	38353	0.00573	51038	0.00516	58436	0.00532	51569	0.00464	43778	0.00435	43220	0.00459	56812	0.00570	44555	0.00518	41955	0.00451	39762	0.00386	26753	0.00489	40487	0.00449	25773	0.00266	26230	0.00447	29935	0.00305	31217	0.00288	40929	0.00354	13588	0.00121	22332	0.00179	28887	0.00272	20346	0.00368	17284	0.00179	15295	0.00179	14908	0.00158	15596	0.00222	33935	0.00285	37069	0.00498	20623	0.00203	26869	0.00244	10984	0.00117	0	0.00000	44385	0.00588
Percopsiformes	81377	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	25	0.00000	10	0.00000	0	0.00000	0	0.00000
Trueperales	2762275	O	93	0.00001	73	0.00001	71	0.00001	83	0.00001	52	0.00000	57	0.00001	39	0.00000	149	0.00001	300	0.00003	70	0.00001	80	0.00001	53	0.00001	120	0.00001	275	0.00003	106	0.00002	175	0.00002	12	0.00000	65	0.00001	62	0.00001	446	0.00004	346	0.00003	101	0.00002	364	0.00004	120	0.00001	167	0.00002	284	0.00004	138	0.00001	65	0.00001	137	0.00001	412	0.00004	210	0.00002	0	0.00000	63	0.00001
Melosirales	33841	O	0	0.00000	0	0.00000	0	0.00000	270	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	116	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Schizosaccharomycetales	34346	O	367	0.00006	471	0.00007	290	0.00003	330	0.00003	427	0.00004	371	0.00004	332	0.00004	358	0.00004	376	0.00004	284	0.00003	435	0.00004	177	0.00003	580	0.00006	897	0.00009	386	0.00007	852	0.00009	591	0.00005	625	0.00005	260	0.00002	1023	0.00008	362	0.00003	185	0.00003	660	0.00007	409	0.00005	466	0.00005	257	0.00004	312	0.00003	258	0.00003	516	0.00005	561	0.00005	225	0.00002	0	0.00000	185	0.00002
Camarodonta	2785018	O	909	0.00014	1057	0.00016	2671	0.00027	2728	0.00025	1494	0.00013	1265	0.00013	1112	0.00012	1286	0.00013	1065	0.00012	2166	0.00023	1343	0.00013	3013	0.00055	1204	0.00013	609	0.00006	775	0.00013	982	0.00010	590	0.00005	1364	0.00012	404	0.00004	786	0.00006	904	0.00009	602	0.00011	1063	0.00011	917	0.00011	756	0.00008	475	0.00007	932	0.00008	1105	0.00015	1060	0.00010	1024	0.00009	463	0.00005	0	0.00000	1115	0.00015
Corticiales	452338	O	85	0.00001	78	0.00001	62	0.00001	80	0.00001	83	0.00001	69	0.00001	158	0.00002	110	0.00001	83	0.00001	63	0.00001	140	0.00001	48	0.00001	137	0.00002	174	0.00002	80	0.00001	75	0.00001	323	0.00003	104	0.00001	23	0.00000	219	0.00002	93	0.00001	65	0.00001	91	0.00001	121	0.00001	106	0.00001	31	0.00000	96	0.00001	96	0.00001	67	0.00001	94	0.00001	161	0.00002	0	0.00000	68	0.00001
Cydippida	50341	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tilopteridales	86882	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Imitervirales	2732554	O	330	0.00005	319	0.00005	390	0.00004	458	0.00004	663	0.00006	531	0.00005	547	0.00006	747	0.00007	406	0.00005	2498	0.00027	1224	0.00012	241	0.00004	649	0.00007	1798	0.00019	392	0.00007	1523	0.00016	1947	0.00018	786	0.00007	264	0.00002	920	0.00007	458	0.00004	238	0.00004	1114	0.00012	593	0.00007	695	0.00007	764	0.00011	481	0.00004	346	0.00005	1330	0.00013	1033	0.00009	315	0.00003	0	0.00000	303	0.00004
Glycomycetales	85014	O	40	0.00001	19	0.00000	62	0.00001	82	0.00001	84	0.00001	20	0.00000	21	0.00000	73	0.00001	58	0.00001	57	0.00001	36	0.00000	43	0.00001	104	0.00001	1029	0.00011	60	0.00001	798	0.00008	892	0.00008	355	0.00003	88	0.00001	760	0.00006	462	0.00004	376	0.00007	1035	0.00011	381	0.00004	984	0.00010	175	0.00002	183	0.00002	38	0.00001	373	0.00004	676	0.00006	867	0.00009	0	0.00000	43	0.00001
Veillonellales	1843489	O	150	0.00002	136	0.00002	118	0.00001	109	0.00001	317	0.00003	233	0.00002	282	0.00003	328	0.00003	1495	0.00017	92	0.00001	177	0.00002	101	0.00002	251	0.00003	2576	0.00027	272	0.00005	2381	0.00024	2342	0.00022	1231	0.00011	235	0.00002	1575	0.00013	582	0.00005	287	0.00005	1914	0.00020	1126	0.00013	1085	0.00012	956	0.00014	635	0.00005	214	0.00003	1476	0.00015	1270	0.00012	632	0.00007	0	0.00000	103	0.00001
Candidatus Methanoliparales	2545689	O	20	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	56	0.00001	158	0.00001	28	0.00000	10	0.00000	16	0.00000	20	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Buxales	280577	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	117	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Albuliformes	54906	O	0	0.00000	0	0.00000	52	0.00001	73	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bryobacterales	332160	O	175	0.00003	184	0.00003	480	0.00005	39	0.00000	253	0.00002	225	0.00002	203	0.00002	246	0.00002	381	0.00004	349	0.00004	227	0.00002	221	0.00004	153	0.00002	518	0.00005	113	0.00002	435	0.00004	523	0.00005	216	0.00002	205	0.00002	349	0.00003	399	0.00004	616	0.00011	1045	0.00011	239	0.00003	313	0.00003	62	0.00001	489	0.00004	105	0.00001	412	0.00004	859	0.00008	656	0.00007	0	0.00000	173	0.00002
Rhinebothriidea	108298	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	64	0.00001
Strigeidida	6180	O	4873	0.00076	5117	0.00076	6484	0.00066	7334	0.00067	7121	0.00064	5953	0.00059	6209	0.00066	7110	0.00071	5735	0.00067	7094	0.00076	7014	0.00068	3556	0.00065	6458	0.00072	6691	0.00069	4254	0.00073	7861	0.00080	10443	0.00096	7107	0.00061	2521	0.00023	6643	0.00053	4980	0.00047	2943	0.00053	4168	0.00043	3773	0.00044	3178	0.00034	4987	0.00071	8585	0.00072	7830	0.00105	6334	0.00062	7721	0.00070	2741	0.00029	0	0.00000	5882	0.00078
Rhodocyclales	206389	O	1030	0.00016	1007	0.00015	1128	0.00011	921	0.00008	905	0.00008	863	0.00009	677	0.00007	851	0.00009	962	0.00011	882	0.00009	1109	0.00011	1270	0.00023	44829	0.00497	7451	0.00077	15152	0.00258	6654	0.00068	3616	0.00033	4491	0.00039	2091	0.00019	26381	0.00212	8151	0.00077	3250	0.00059	7120	0.00074	8010	0.00094	8697	0.00092	2754	0.00039	8293	0.00070	1149	0.00015	4883	0.00048	9647	0.00088	20008	0.00213	0	0.00000	663	0.00009
Mesostigmata	34634	O	745	0.00012	759	0.00011	838	0.00008	895	0.00008	3976	0.00036	1930	0.00019	2089	0.00022	3645	0.00037	954	0.00011	2090	0.00022	1157	0.00011	716	0.00013	1122	0.00012	952	0.00010	785	0.00013	1152	0.00012	1526	0.00014	1302	0.00011	464	0.00004	1033	0.00008	744	0.00007	474	0.00009	544	0.00006	678	0.00008	513	0.00005	678	0.00010	747	0.00006	749	0.00010	459	0.00005	851	0.00008	506	0.00005	0	0.00000	761	0.00010
Bryales	3226	O	0	0.00000	0	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	101	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	200	0.00002	0	0.00000	253	0.00002	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Parachela	149990	O	0	0.00000	41	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	50	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aphragmophora	33512	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	299	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermostichales	2881383	O	0	0.00000	0	0.00000	0	0.00000	93	0.00001	0	0.00000	0	0.00000	0	0.00000	181	0.00002	0	0.00000	100	0.00001	0	0.00000	0	0.00000	150	0.00002	0	0.00000	125	0.00002	0	0.00000	0	0.00000	431	0.00004	0	0.00000	493	0.00004	268	0.00003	0	0.00000	59	0.00001	241	0.00003	328	0.00003	0	0.00000	0	0.00000	93	0.00001	0	0.00000	306	0.00003	196	0.00002	0	0.00000	0	0.00000
Monhysterida	70219	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	26	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phaeocystales	418919	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	116	0.00001	1977	0.00019	0	0.00000	0	0.00000	575	0.00006	0	0.00000	757	0.00008	11709	0.00108	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	847	0.00011
Psittaciformes	9223	O	1305	0.00020	1327	0.00020	3179	0.00032	3820	0.00035	1897	0.00017	1624	0.00016	1542	0.00016	2149	0.00022	1495	0.00017	1519	0.00016	1204	0.00012	1366	0.00025	1629	0.00018	957	0.00010	1022	0.00017	1090	0.00011	880	0.00008	2512	0.00022	757	0.00007	1335	0.00011	2113	0.00020	1270	0.00023	1494	0.00015	1128	0.00013	1489	0.00016	904	0.00013	1568	0.00013	1547	0.00021	1225	0.00012	1437	0.00013	1151	0.00012	0	0.00000	1474	0.00020
Prymnesiales	73028	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	132	0.00001	0	0.00000	0	0.00000	86	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xanthomonadales	135614	O	1457	0.00023	1368	0.00020	2217	0.00022	2952	0.00027	2802	0.00025	2155	0.00021	2007	0.00021	2732	0.00027	2288	0.00027	2082	0.00022	1998	0.00019	3984	0.00073	8941	0.00099	11605	0.00120	5173	0.00088	5488	0.00056	12529	0.00116	11859	0.00103	5836	0.00052	25785	0.00207	25792	0.00243	11272	0.00204	21350	0.00221	14608	0.00171	51751	0.00550	24815	0.00353	25627	0.00215	5807	0.00078	19521	0.00192	36803	0.00335	57768	0.00615	0	0.00000	2451	0.00032
Rhabdocoela	27901	O	0	0.00000	0	0.00000	27	0.00000	42	0.00000	17	0.00000	0	0.00000	33	0.00000	30	0.00000	17	0.00000	28	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geplafuvirales	2732539	O	36	0.00001	37	0.00001	12	0.00000	21	0.00000	25	0.00000	16	0.00000	44	0.00000	27	0.00000	51	0.00001	38	0.00000	70	0.00001	23	0.00000	70	0.00001	104	0.00001	78	0.00001	36	0.00000	103	0.00001	30	0.00000	13	0.00000	56	0.00000	27	0.00000	30	0.00001	13	0.00000	20	0.00000	38	0.00000	58	0.00001	30	0.00000	30	0.00000	519	0.00005	21	0.00000	34	0.00000	0	0.00000	56	0.00001
Cellvibrionales	1706369	O	799	0.00012	783	0.00012	722	0.00007	1321	0.00012	837	0.00008	770	0.00008	572	0.00006	1132	0.00011	1322	0.00015	1342	0.00014	913	0.00009	1498	0.00027	5467	0.00061	3488	0.00036	1439	0.00025	2197	0.00022	4275	0.00039	6310	0.00055	1156	0.00010	5130	0.00041	3041	0.00029	1224	0.00022	7462	0.00077	2616	0.00031	3984	0.00042	5238	0.00075	4716	0.00040	1027	0.00014	4853	0.00048	25197	0.00229	14971	0.00159	0	0.00000	635	0.00008
Eunicida	65495	O	0	0.00000	0	0.00000	0	0.00000	150	0.00001	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	79	0.00001
Architaenioglossa	75116	O	1283	0.00020	1300	0.00019	1437	0.00015	1570	0.00014	1858	0.00017	1437	0.00014	1493	0.00016	1918	0.00019	1453	0.00017	1170	0.00013	1311	0.00013	798	0.00015	1359	0.00015	1087	0.00011	841	0.00014	997	0.00010	868	0.00008	1474	0.00013	471	0.00004	1052	0.00008	1085	0.00010	667	0.00012	1064	0.00011	674	0.00008	857	0.00009	637	0.00009	1144	0.00010	1223	0.00016	503	0.00005	1102	0.00010	592	0.00006	0	0.00000	1071	0.00014
Gymnophiona	8445	O	18253	0.00285	18537	0.00277	30235	0.00306	32906	0.00299	29789	0.00268	24657	0.00245	24594	0.00261	34267	0.00344	46625	0.00542	26988	0.00290	37606	0.00365	15741	0.00288	46872	0.00519	14465	0.00149	29501	0.00503	18327	0.00187	16576	0.00153	22374	0.00193	7345	0.00066	14228	0.00114	15813	0.00149	10884	0.00197	13369	0.00138	9791	0.00114	10157	0.00108	12048	0.00172	22768	0.00191	22775	0.00306	14722	0.00145	17907	0.00163	7829	0.00083	0	0.00000	35715	0.00473
Hiodontiformes	1489345	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	201	0.00002	0	0.00000	203	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Zygnematales	3176	O	33	0.00001	26	0.00000	20	0.00000	35	0.00000	0	0.00000	0	0.00000	28	0.00000	14	0.00000	68	0.00001	25	0.00000	70	0.00001	0	0.00000	22	0.00000	132	0.00001	68	0.00001	233	0.00002	200	0.00002	30	0.00000	0	0.00000	14	0.00000	25	0.00000	34	0.00001	144	0.00001	66	0.00001	51	0.00001	0	0.00000	23	0.00000	32	0.00000	53	0.00001	96	0.00001	0	0.00000	0	0.00000	0	0.00000
Chitinophagales	1853229	O	785	0.00012	817	0.00012	1385	0.00014	1361	0.00012	1528	0.00014	1048	0.00010	1144	0.00012	1096	0.00011	862	0.00010	1024	0.00011	1377	0.00013	2260	0.00041	2985	0.00033	16195	0.00167	2658	0.00045	8332	0.00085	17144	0.00158	14885	0.00129	2715	0.00024	28865	0.00232	11746	0.00111	2809	0.00051	11245	0.00116	14897	0.00174	13909	0.00148	7014	0.00100	1890	0.00016	1332	0.00018	2373	0.00023	5332	0.00048	4000	0.00043	0	0.00000	957	0.00013
