name	taxonomy_id	taxonomy_lvl	119_S24.C.bracken_num	119_S24.C.bracken_frac	120_S25.C.bracken_num	120_S25.C.bracken_frac	140_S26.C.bracken_num	140_S26.C.bracken_frac	147_S27.C.bracken_num	147_S27.C.bracken_frac	177_S28.C.bracken_num	177_S28.C.bracken_frac	178_S29.C.bracken_num	178_S29.C.bracken_frac	179_S31.C.bracken_num	179_S31.C.bracken_frac	209_S30.C.bracken_num	209_S30.C.bracken_frac	214_S32.C.bracken_num	214_S32.C.bracken_frac	82_S21.C.bracken_num	82_S21.C.bracken_frac	88_S22.C.bracken_num	88_S22.C.bracken_frac	99_S23.C.bracken_num	99_S23.C.bracken_frac	BLB_S18.C.bracken_num	BLB_S18.C.bracken_frac	BLB_WG4.C.bracken_num	BLB_WG4.C.bracken_frac	BLR_S17.C.bracken_num	BLR_S17.C.bracken_frac	BLR_WG4.C.bracken_num	BLR_WG4.C.bracken_frac	BLS_S16.C.bracken_num	BLS_S16.C.bracken_frac	DC06_S1.C.bracken_num	DC06_S1.C.bracken_frac	DC10_S2.C.bracken_num	DC10_S2.C.bracken_frac	DC11_S3.C.bracken_num	DC11_S3.C.bracken_frac	DC17_S4.C.bracken_num	DC17_S4.C.bracken_frac	DM13_S9.C.bracken_num	DM13_S9.C.bracken_frac	DM14_S10.C.bracken_num	DM14_S10.C.bracken_frac	DM15_S11.C.bracken_num	DM15_S11.C.bracken_frac	DM16_S12.C.bracken_num	DM16_S12.C.bracken_frac	GG01_S14.C.bracken_num	GG01_S14.C.bracken_frac	GH01_S13.C.bracken_num	GH01_S13.C.bracken_frac	GN13_S5.C.bracken_num	GN13_S5.C.bracken_frac	GN15_S6.C.bracken_num	GN15_S6.C.bracken_frac	GN18_S7.C.bracken_num	GN18_S7.C.bracken_frac	GN19_S8.C.bracken_num	GN19_S8.C.bracken_frac	NEG_S33.C.bracken_num	NEG_S33.C.bracken_frac	OC01_S15.C.bracken_num	OC01_S15.C.bracken_frac
Spartobacteria	134549	C	0	0.00000	11	0.00000	0	0.00000	19	0.00000	103	0.00001	65	0.00001	132	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00001	104	0.00001	0	0.00000	40	0.00000	2248	0.00021	57	0.00000	0	0.00000	195	0.00002	101	0.00001	61	0.00001	90	0.00001	55	0.00001	84	0.00001	0	0.00000	39	0.00000	26	0.00000	93	0.00001	559	0.00005	725	0.00008	0	0.00000	0	0.00000
Mammalia	40674	C	809345	0.12638	847315	0.12639	1156624	0.11702	1288011	0.11707	1476321	0.13277	1373988	0.13652	1268354	0.13471	1258838	0.12605	969398	0.11249	1072357	0.11538	1567228	0.15212	577744	0.10559	905190	0.10019	575386	0.05940	580192	0.09889	673120	0.06856	718521	0.06635	876087	0.07566	274076	0.02447	535311	0.04298	611105	0.05746	454037	0.08221	389407	0.04027	326734	0.03818	319660	0.03396	507265	0.07224	846553	0.07098	915543	0.12282	558838	0.05495	651939	0.05919	287950	0.03067	34	0.22222	826459	0.10937
Cestoda	6199	C	12055	0.00188	12323	0.00184	19318	0.00195	21319	0.00194	18505	0.00166	15401	0.00153	15342	0.00163	17421	0.00174	15898	0.00184	15314	0.00165	13167	0.00128	8760	0.00160	15378	0.00170	13799	0.00142	9742	0.00166	11959	0.00122	13605	0.00126	18890	0.00163	6545	0.00058	12465	0.00100	13662	0.00128	9104	0.00165	10004	0.00103	8201	0.00096	8533	0.00091	9740	0.00139	21543	0.00181	21712	0.00291	12780	0.00126	18737	0.00170	7477	0.00080	0	0.00000	14698	0.00195
Raphidophyceae	38410	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	142	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Glomeromycetes	214506	C	5193	0.00081	4155	0.00062	22376	0.00226	24745	0.00225	6930	0.00062	5112	0.00051	5644	0.00060	4055	0.00041	3712	0.00043	10087	0.00109	11457	0.00111	3141	0.00057	7440	0.00082	10279	0.00106	4545	0.00077	15132	0.00154	11118	0.00103	6663	0.00058	1752	0.00016	7397	0.00059	3408	0.00032	2023	0.00037	7006	0.00072	3354	0.00039	4343	0.00046	3748	0.00053	4951	0.00042	3483	0.00047	6549	0.00064	5784	0.00053	2391	0.00025	0	0.00000	5049	0.00067
Insecta	50557	C	2422932	0.37834	2557363	0.38147	3756045	0.38002	4180578	0.37998	4234522	0.38084	3860191	0.38355	3584703	0.38072	3523820	0.35284	2940221	0.34119	3376396	0.36327	4819698	0.46781	2170325	0.39666	3187570	0.35282	3472722	0.35850	2071067	0.35299	3743669	0.38133	4126308	0.38102	3092588	0.26708	951007	0.08489	2652800	0.21298	1924734	0.18096	1294140	0.23434	2263573	0.23407	1484583	0.17347	1503234	0.15969	2272129	0.32359	2509308	0.21039	2311988	0.31016	2408530	0.23683	2641088	0.23979	1164668	0.12406	22	0.14379	2705930	0.35811
Eutardigrada	42242	C	196	0.00003	58	0.00001	0	0.00000	33	0.00000	30	0.00000	0	0.00000	40	0.00000	0	0.00000	107	0.00001	0	0.00000	0	0.00000	0	0.00000	54	0.00001	0	0.00000	0	0.00000	0	0.00000	63	0.00001	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Uabimicrobiia	2897345	C	62	0.00001	51	0.00001	165	0.00002	185	0.00002	76	0.00001	62	0.00001	53	0.00001	77	0.00001	78	0.00001	191	0.00002	112	0.00001	94	0.00002	97	0.00001	50	0.00001	61	0.00001	76	0.00001	76	0.00001	127	0.00001	23	0.00000	249	0.00002	114	0.00001	62	0.00001	145	0.00001	142	0.00002	162	0.00002	419	0.00006	67	0.00001	63	0.00001	81	0.00001	136	0.00001	96	0.00001	0	0.00000	67	0.00001
Opitutae	414999	C	114	0.00002	103	0.00002	115	0.00001	188	0.00002	241	0.00002	147	0.00001	157	0.00002	282	0.00003	302	0.00004	180	0.00002	198	0.00002	202	0.00004	723	0.00008	1464	0.00015	374	0.00006	749	0.00008	857	0.00008	890	0.00008	354	0.00003	2260	0.00018	1475	0.00014	851	0.00015	1477	0.00015	1094	0.00013	1368	0.00015	620	0.00009	680	0.00006	161	0.00002	449	0.00004	2274	0.00021	2355	0.00025	0	0.00000	740	0.00010
Sphagnopsida	113508	C	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00001	53	0.00001	40	0.00000	65	0.00001	0	0.00000	179	0.00002	0	0.00000	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pokkesviricetes	2732525	C	79	0.00001	101	0.00002	122	0.00001	106	0.00001	97	0.00001	110	0.00001	82	0.00001	125	0.00001	164	0.00002	77	0.00001	221	0.00002	121	0.00002	125	0.00001	541	0.00006	67	0.00001	628	0.00006	456	0.00004	190	0.00002	63	0.00001	287	0.00002	118	0.00001	41	0.00001	140	0.00001	231	0.00003	110	0.00001	217	0.00003	105	0.00001	140	0.00002	327	0.00003	277	0.00003	157	0.00002	0	0.00000	104	0.00001
Glaucocystophyceae	38254	C	43	0.00001	69	0.00001	20	0.00000	130	0.00001	147	0.00001	32	0.00000	35	0.00000	64	0.00001	64	0.00001	0	0.00000	189	0.00002	98	0.00002	45	0.00000	52	0.00001	0	0.00000	0	0.00000	23	0.00000	236	0.00002	0	0.00000	331	0.00003	125	0.00001	31	0.00001	66	0.00001	49	0.00001	61	0.00001	24	0.00000	0	0.00000	0	0.00000	29	0.00000	9310	0.00085	24	0.00000	0	0.00000	36	0.00000
Quintoviricetes	2732422	C	16	0.00000	24	0.00000	69	0.00001	55	0.00000	20	0.00000	34	0.00000	12	0.00000	18	0.00000	18	0.00000	32	0.00000	42	0.00000	11	0.00000	35	0.00000	11	0.00000	30	0.00001	21	0.00000	54	0.00000	21	0.00000	12	0.00000	55	0.00000	27	0.00000	0	0.00000	46	0.00000	14	0.00000	26	0.00000	0	0.00000	31	0.00000	25	0.00000	25	0.00000	42	0.00000	20	0.00000	0	0.00000	35	0.00000
Mixiomycetes	432025	C	36	0.00001	38	0.00001	60	0.00001	71	0.00001	44	0.00000	24	0.00000	31	0.00000	55	0.00001	40	0.00000	46	0.00000	26	0.00000	40	0.00001	34	0.00000	86	0.00001	26	0.00000	18	0.00000	12	0.00000	39	0.00000	21	0.00000	44	0.00000	49	0.00000	28	0.00001	67	0.00001	50	0.00001	60	0.00001	22	0.00000	23	0.00000	26	0.00000	26	0.00000	35	0.00000	23	0.00000	0	0.00000	21	0.00000
Pisoniviricetes	2732506	C	2631	0.00041	2703	0.00040	558	0.00006	656	0.00006	715	0.00006	551	0.00005	646	0.00007	1808	0.00018	325	0.00004	589	0.00006	488	0.00005	342	0.00006	405	0.00004	961	0.00010	269	0.00005	1565	0.00016	4062	0.00038	858	0.00007	173	0.00002	761	0.00006	444	0.00004	264	0.00005	673	0.00007	572	0.00007	432	0.00005	851	0.00012	498	0.00004	329	0.00004	362	0.00004	495	0.00004	313	0.00003	0	0.00000	284	0.00004
Kickxellomycetes	2219690	C	57	0.00001	46	0.00001	61	0.00001	49	0.00000	87	0.00001	67	0.00001	63	0.00001	57	0.00001	36	0.00000	48	0.00001	61	0.00001	126	0.00002	73	0.00001	16	0.00000	60	0.00001	18	0.00000	12	0.00000	116	0.00001	26	0.00000	98	0.00001	77	0.00001	68	0.00001	90	0.00001	38	0.00000	101	0.00001	50	0.00001	73	0.00001	87	0.00001	75	0.00001	77	0.00001	47	0.00001	0	0.00000	48	0.00001
Magsaviricetes	2732464	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	87	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tokiviricetes	2841637	C	480	0.00007	567	0.00008	1581	0.00016	1762	0.00016	0	0.00000	0	0.00000	0	0.00000	878	0.00009	0	0.00000	22196	0.00239	7458	0.00072	0	0.00000	0	0.00000	1832	0.00019	0	0.00000	4375	0.00045	3797	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2553	0.00027	0	0.00000	934	0.00008	0	0.00000	1269	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Branchiopoda	6658	C	4153	0.00065	4145	0.00062	4548	0.00046	5097	0.00046	6164	0.00055	5382	0.00053	5240	0.00056	4978	0.00050	3569	0.00041	4607	0.00050	3347	0.00032	4276	0.00078	3271	0.00036	2720	0.00028	2189	0.00037	2907	0.00030	3465	0.00032	4422	0.00038	1650	0.00015	2591	0.00021	3056	0.00029	2319	0.00042	2563	0.00027	2338	0.00027	1981	0.00021	1545	0.00022	3249	0.00027	3090	0.00041	2792	0.00027	2855	0.00026	1348	0.00014	0	0.00000	2601	0.00034
Caldilineae	475962	C	0	0.00000	10	0.00000	23	0.00000	30	0.00000	99	0.00001	30	0.00000	40	0.00000	56	0.00001	59	0.00001	24	0.00000	152	0.00001	20	0.00000	25	0.00000	19	0.00000	39	0.00001	16	0.00000	0	0.00000	50	0.00000	36	0.00000	140	0.00001	113	0.00001	275	0.00005	271	0.00003	464	0.00005	794	0.00008	31	0.00000	56	0.00000	20	0.00000	139	0.00001	230	0.00002	137	0.00001	0	0.00000	0	0.00000
Chytridiomycetes	451435	C	200	0.00003	298	0.00004	1559	0.00016	1452	0.00013	276	0.00002	248	0.00002	225	0.00002	326	0.00003	305	0.00004	848	0.00009	452	0.00004	289	0.00005	414	0.00005	1290	0.00013	343	0.00006	440	0.00004	527	0.00005	645	0.00006	154	0.00001	1941	0.00016	219	0.00002	115	0.00002	641	0.00007	331	0.00004	182	0.00002	284	0.00004	214	0.00002	180	0.00002	231	0.00002	391	0.00004	215	0.00002	0	0.00000	466	0.00006
Cladistia	1338366	C	3191	0.00050	3282	0.00049	3384	0.00034	3893	0.00035	24831	0.00223	26874	0.00267	23670	0.00251	5494	0.00055	3525	0.00041	3846	0.00041	4013	0.00039	2224	0.00041	5702	0.00063	1894	0.00020	3520	0.00060	2215	0.00023	1876	0.00017	4746	0.00041	1460	0.00013	3245	0.00026	3352	0.00032	2227	0.00040	1839	0.00019	1651	0.00019	1601	0.00017	2018	0.00029	3907	0.00033	3628	0.00049	2642	0.00026	3286	0.00030	1440	0.00015	0	0.00000	10108	0.00134
Candidatus Peribacteria	1801911	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	100	0.00001	0	0.00000	0	0.00000	33	0.00000	64	0.00001	42	0.00000	39	0.00000	0	0.00000	139	0.00002	0	0.00000	65	0.00001	0	0.00000	0	0.00000	290	0.00003	0	0.00000	35	0.00000	58	0.00001	0	0.00000	21	0.00000	97	0.00001	103	0.00001	50	0.00001	37	0.00000	103	0.00001	0	0.00000	77	0.00001	140	0.00001	0	0.00000	65	0.00001
Wallemiomycetes	431957	C	160	0.00002	123	0.00002	336	0.00003	283	0.00003	489	0.00004	583	0.00006	399	0.00004	724	0.00007	340	0.00004	152	0.00002	682	0.00007	75	0.00001	196	0.00002	1011	0.00010	161	0.00003	1249	0.00013	1961	0.00018	585	0.00005	87	0.00001	972	0.00008	421	0.00004	184	0.00003	758	0.00008	296	0.00003	400	0.00004	652	0.00009	624	0.00005	419	0.00006	219	0.00002	398	0.00004	517	0.00006	0	0.00000	241	0.00003
Chlorobia	191410	C	105	0.00002	113	0.00002	130	0.00001	162	0.00001	236	0.00002	188	0.00002	160	0.00002	235	0.00002	534	0.00006	114	0.00001	159	0.00002	111	0.00002	284	0.00003	1253	0.00013	567	0.00010	276	0.00003	689	0.00006	639	0.00006	222	0.00002	1797	0.00014	777	0.00007	273	0.00005	914	0.00009	938	0.00011	1082	0.00011	754	0.00011	359	0.00003	455	0.00006	318	0.00003	674	0.00006	710	0.00008	0	0.00000	85	0.00001
Nitriliruptoria	908620	C	51	0.00001	17	0.00000	84	0.00001	6133	0.00056	51	0.00000	94	0.00001	62	0.00001	5532	0.00055	47	0.00001	4326	0.00047	6515	0.00063	61	0.00001	300	0.00003	24178	0.00250	8872	0.00151	21635	0.00220	30795	0.00284	18137	0.00157	199	0.00002	1253	0.00010	745	0.00007	800	0.00014	1090	0.00011	464	0.00005	842	0.00009	258	0.00004	357	0.00003	187	0.00003	326	0.00003	1069	0.00010	1130	0.00012	0	0.00000	77	0.00001
Chlorophyceae	3166	C	3181	0.00050	3510	0.00052	4201	0.00043	4580	0.00042	3694	0.00033	3182	0.00032	3162	0.00034	5682	0.00057	3625	0.00042	3040	0.00033	4717	0.00046	2520	0.00046	4794	0.00053	8429	0.00087	2947	0.00050	11684	0.00119	12359	0.00114	5584	0.00048	2230	0.00020	6489	0.00052	4786	0.00045	2775	0.00050	4973	0.00051	3638	0.00043	4849	0.00052	4359	0.00062	5022	0.00042	3527	0.00047	5073	0.00050	5842	0.00053	4133	0.00044	0	0.00000	3054	0.00040
Zoopagomycetes	2233521	C	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000
Amabiliviricetes	2732498	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	79	0.00001	18	0.00000	24	0.00000	27	0.00000	61	0.00000	59	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	35	0.00000	13	0.00000	11	0.00000	0	0.00000	27	0.00000
Malgrandaviricetes	2732413	C	58	0.00001	48	0.00001	120	0.00001	147	0.00001	121	0.00001	71	0.00001	113	0.00001	82	0.00001	74	0.00001	85	0.00001	127	0.00001	57	0.00001	121	0.00001	358	0.00004	67	0.00001	130	0.00001	612	0.00006	164	0.00001	46	0.00000	213	0.00002	141	0.00001	79	0.00001	112	0.00001	279	0.00003	147	0.00002	220	0.00003	138	0.00001	73	0.00001	92	0.00001	144	0.00001	123	0.00001	0	0.00000	91	0.00001
Limnochordia	1676648	C	0	0.00000	0	0.00000	74	0.00001	112	0.00001	8685	0.00078	7801	0.00078	6747	0.00072	32	0.00000	34	0.00000	0	0.00000	35	0.00000	5639	0.00103	13531	0.00150	59	0.00001	139	0.00002	94	0.00001	70	0.00001	55	0.00000	55	0.00000	244	0.00002	139	0.00001	860	0.00016	159	0.00002	131	0.00002	150	0.00002	77	0.00001	19	0.00000	15	0.00000	955	0.00009	130	0.00001	160	0.00002	0	0.00000	0	0.00000
Kiritimatiellae	1921781	C	15	0.00000	0	0.00000	51	0.00001	58	0.00001	29	0.00000	15109	0.00150	12	0.00000	8174	0.00082	51	0.00001	12	0.00000	14	0.00000	20	0.00000	83	0.00001	49	0.00001	250	0.00004	54	0.00001	39	0.00000	92	0.00001	84	0.00001	284	0.00002	208	0.00002	62	0.00001	188	0.00002	265	0.00003	122051	0.01297	73	0.00001	76	0.00001	0	0.00000	39	0.00000	185	0.00002	232	0.00002	0	0.00000	0	0.00000
Homoscleromorpha	80999	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	34	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Scaphopoda	32584	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Eoacanthocephala	45085	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	163	0.00001	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Tetraphidopsida	404265	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	119	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anaerolineae	292625	C	128	0.00002	117	0.00002	154	0.00002	276	0.00003	215	0.00002	105	0.00001	108	0.00001	236	0.00002	156	0.00002	152	0.00002	127	0.00001	295	0.00005	272	0.00003	432	0.00004	346	0.00006	269	0.00003	254	0.00002	383	0.00003	200	0.00002	1144	0.00009	717	0.00007	335	0.00006	719	0.00007	716	0.00008	839	0.00009	311	0.00004	302	0.00003	187	0.00003	233	0.00002	735	0.00007	650	0.00007	0	0.00000	260	0.00003
Aquificae	187857	C	105	0.00002	101	0.00002	110	0.00001	107	0.00001	192	0.00002	757	0.00008	803	0.00009	481	0.00005	174	0.00002	135	0.00001	138	0.00001	92	0.00002	165	0.00002	684	0.00007	205	0.00003	428	0.00004	501	0.00005	605	0.00005	98	0.00001	751	0.00006	293	0.00003	165	0.00003	531	0.00005	362	0.00004	297	0.00003	828	0.00012	203	0.00002	132	0.00002	261	0.00003	414	0.00004	304	0.00003	0	0.00000	113	0.00001
Oligoflexia	1553900	C	428	0.00007	489	0.00007	145	0.00001	302	0.00003	485	0.00004	419	0.00004	377	0.00004	300	0.00003	300	0.00003	220	0.00002	421	0.00004	457	0.00008	787	0.00009	1817	0.00019	979	0.00017	1225	0.00012	1464	0.00014	893	0.00008	351	0.00003	1864	0.00015	613	0.00006	474	0.00009	1661	0.00017	964	0.00011	1509	0.00016	721	0.00010	952	0.00008	330	0.00004	1708	0.00017	2175	0.00020	1453	0.00015	0	0.00000	523	0.00007
Coprothermobacteria	2138243	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00000	0	0.00000	45	0.00000	144	0.00001	17	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Synergistia	649775	C	37	0.00001	35	0.00001	56	0.00001	72	0.00001	81	0.00001	82	0.00001	93	0.00001	90	0.00001	66	0.00001	84	0.00001	60	0.00001	45	0.00001	132	0.00001	290	0.00003	154	0.00003	181	0.00002	201	0.00002	271	0.00002	94	0.00001	544	0.00004	301	0.00003	159	0.00003	351	0.00004	326	0.00004	532	0.00006	569	0.00008	130	0.00001	70	0.00001	131	0.00001	242	0.00002	245	0.00003	0	0.00000	68	0.00001
Tissierellia	1737404	C	283	0.00004	321	0.00005	414	0.00004	442	0.00004	661	0.00006	596	0.00006	575	0.00006	482	0.00005	405	0.00005	509	0.00005	540	0.00005	334	0.00006	801	0.00009	21425	0.00221	1163	0.00020	30287	0.00309	27321	0.00252	5019	0.00043	1435	0.00013	6589	0.00053	3669	0.00034	1255	0.00023	25509	0.00264	6220	0.00073	14892	0.00158	16730	0.00238	4167	0.00035	1117	0.00015	9011	0.00089	5615	0.00051	2488	0.00027	0	0.00000	308	0.00004
Actinopteri	186623	C	1617466	0.25257	1701349	0.25379	2301684	0.23288	2575077	0.23405	2502189	0.22504	2210960	0.21968	2122008	0.22537	2537997	0.25413	1901816	0.22069	2322295	0.24986	1549562	0.15040	1228724	0.22457	1573729	0.17419	788836	0.08144	1000828	0.17058	945104	0.09627	965659	0.08917	1572218	0.13578	504178	0.04501	816055	0.06552	1108784	0.10425	822920	0.14901	566281	0.05856	521515	0.06094	500598	0.05318	689695	0.09822	1503103	0.12603	1641401	0.22020	877894	0.08632	1078900	0.09796	453145	0.04827	0	0.00000	1406931	0.18620
Eurotatoria	2816136	C	2034	0.00032	2107	0.00031	2540	0.00026	2932	0.00027	3241	0.00029	2923	0.00029	2795	0.00030	3615	0.00036	2679	0.00031	3230	0.00035	4222	0.00041	1485	0.00027	2378	0.00026	5745	0.00059	1500	0.00026	5330	0.00054	6892	0.00064	2829	0.00024	815	0.00007	2995	0.00024	1740	0.00016	1186	0.00021	3083	0.00032	1588	0.00019	1870	0.00020	4760	0.00068	2198	0.00018	2263	0.00030	2949	0.00029	3622	0.00033	1598	0.00017	0	0.00000	2898	0.00038
Candidatus Methanoliparia	2545688	C	20	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	56	0.00001	158	0.00001	28	0.00000	10	0.00000	16	0.00000	20	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Heterotrichea	194287	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	392	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gloeobacteria	307596	C	180	0.00003	229	0.00003	103	0.00001	251	0.00002	396	0.00004	187	0.00002	341	0.00004	360	0.00004	519	0.00006	210	0.00002	190	0.00002	316	0.00006	457	0.00005	847	0.00009	479	0.00008	661	0.00007	336	0.00003	924	0.00008	198	0.00002	1246	0.00010	811	0.00008	454	0.00008	1337	0.00014	516	0.00006	1261	0.00013	494	0.00007	428	0.00004	217	0.00003	434	0.00004	1051	0.00010	772	0.00008	0	0.00000	155	0.00002
Candidatus Saccharimonia	2093818	C	161	0.00003	128	0.00002	0	0.00000	36	0.00000	31	0.00000	12	0.00000	20	0.00000	31	0.00000	25	0.00000	15	0.00000	39	0.00000	0	0.00000	53	0.00001	73	0.00001	27	0.00000	72	0.00001	173	0.00002	326	0.00003	258	0.00002	289	0.00002	71	0.00001	137	0.00002	713	0.00007	712	0.00008	827	0.00009	1918	0.00027	97	0.00001	39	0.00001	367	0.00004	478	0.00004	686	0.00007	0	0.00000	0	0.00000
Candidatus Babeliae	2497643	C	0	0.00000	0	0.00000	99	0.00001	32	0.00000	97	0.00001	90	0.00001	0	0.00000	0	0.00000	52	0.00001	32	0.00000	74	0.00001	0	0.00000	48	0.00001	751	0.00008	0	0.00000	612	0.00006	1036	0.00010	249	0.00002	0	0.00000	117	0.00001	0	0.00000	0	0.00000	73	0.00001	111	0.00001	104	0.00001	220	0.00003	131	0.00001	39	0.00001	174	0.00002	62	0.00001	0	0.00000	0	0.00000	0	0.00000
Chromadorea	119089	C	27483	0.00429	30138	0.00450	36948	0.00374	39984	0.00363	46656	0.00420	39769	0.00395	40546	0.00431	41104	0.00412	35120	0.00408	36024	0.00388	43831	0.00425	21349	0.00390	36996	0.00409	49059	0.00506	24461	0.00417	52557	0.00535	58821	0.00543	38104	0.00329	11686	0.00104	44389	0.00356	24834	0.00233	15974	0.00289	30823	0.00319	20279	0.00237	21814	0.00232	32132	0.00458	32354	0.00271	29638	0.00398	32157	0.00316	37540	0.00341	17864	0.00190	0	0.00000	33487	0.00443
Nanohaloarchaea	1051663	C	0	0.00000	0	0.00000	12	0.00000	10	0.00000	0	0.00000	0	0.00000	11	0.00000	13	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00001	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	34	0.00000	18	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	11	0.00000	33	0.00000	48	0.00001	0	0.00000	13	0.00000
