name	taxonomy_id	taxonomy_lvl	119_S24.G.bracken_num	119_S24.G.bracken_frac	120_S25.G.bracken_num	120_S25.G.bracken_frac	140_S26.G.bracken_num	140_S26.G.bracken_frac	147_S27.G.bracken_num	147_S27.G.bracken_frac	177_S28.G.bracken_num	177_S28.G.bracken_frac	178_S29.G.bracken_num	178_S29.G.bracken_frac	179_S31.G.bracken_num	179_S31.G.bracken_frac	209_S30.G.bracken_num	209_S30.G.bracken_frac	214_S32.G.bracken_num	214_S32.G.bracken_frac	82_S21.G.bracken_num	82_S21.G.bracken_frac	88_S22.G.bracken_num	88_S22.G.bracken_frac	99_S23.G.bracken_num	99_S23.G.bracken_frac	BLB_S18.G.bracken_num	BLB_S18.G.bracken_frac	BLB_WG4.G.bracken_num	BLB_WG4.G.bracken_frac	BLR_S17.G.bracken_num	BLR_S17.G.bracken_frac	BLR_WG4.G.bracken_num	BLR_WG4.G.bracken_frac	BLS_S16.G.bracken_num	BLS_S16.G.bracken_frac	DC06_S1.G.bracken_num	DC06_S1.G.bracken_frac	DC10_S2.G.bracken_num	DC10_S2.G.bracken_frac	DC11_S3.G.bracken_num	DC11_S3.G.bracken_frac	DC17_S4.G.bracken_num	DC17_S4.G.bracken_frac	DM13_S9.G.bracken_num	DM13_S9.G.bracken_frac	DM14_S10.G.bracken_num	DM14_S10.G.bracken_frac	DM15_S11.G.bracken_num	DM15_S11.G.bracken_frac	DM16_S12.G.bracken_num	DM16_S12.G.bracken_frac	GG01_S14.G.bracken_num	GG01_S14.G.bracken_frac	GH01_S13.G.bracken_num	GH01_S13.G.bracken_frac	GN13_S5.G.bracken_num	GN13_S5.G.bracken_frac	GN15_S6.G.bracken_num	GN15_S6.G.bracken_frac	GN18_S7.G.bracken_num	GN18_S7.G.bracken_frac	GN19_S8.G.bracken_num	GN19_S8.G.bracken_frac	NEG_S33.G.bracken_num	NEG_S33.G.bracken_frac	OC01_S15.G.bracken_num	OC01_S15.G.bracken_frac
Plectropomus	134629	G	28875	0.00452	30980	0.00463	38252	0.00388	41797	0.00381	44455	0.00401	37182	0.00370	36511	0.00389	46416	0.00466	32190	0.00375	39769	0.00429	27138	0.00264	20719	0.00380	29096	0.00323	16835	0.00174	18536	0.00317	18837	0.00192	20553	0.00190	29207	0.00253	10298	0.00092	16039	0.00129	20750	0.00196	15150	0.00275	11107	0.00115	10287	0.00121	10120	0.00108	12929	0.00185	32129	0.00270	34363	0.00462	17812	0.00175	21504	0.00196	9146	0.00098	0	0.00000	23719	0.00315
Albugo	65356	G	2875	0.00045	3324	0.00050	2832	0.00029	2829	0.00026	3306	0.00030	2289	0.00023	3005	0.00032	2524	0.00025	2928	0.00034	2284	0.00025	5590	0.00054	2438	0.00045	8808	0.00098	44186	0.00457	6025	0.00103	28367	0.00290	29366	0.00272	3663	0.00032	898	0.00008	10396	0.00084	1494	0.00014	1670	0.00030	8458	0.00088	3884	0.00046	7734	0.00082	9347	0.00134	3759	0.00032	1472	0.00020	10670	0.00105	4573	0.00042	3344	0.00036	0	0.00000	6274	0.00083
Philasterides	282687	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	83	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chiloglanis	392958	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00001	331	0.00003	40	0.00000	44	0.00000	0	0.00000	0	0.00000
Candidatus Cloacimonas	456826	G	15	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	23	0.00000	18	0.00000	18	0.00000	17	0.00000	0	0.00000	21	0.00000	0	0.00000	50	0.00001	278675	0.02884	4520	0.00077	144	0.00001	111	0.00001	174	0.00002	14384	0.00129	160	0.00001	102	0.00001	46	0.00001	274643	0.02846	211	0.00002	146	0.00002	93	0.00001	62100	0.00522	0	0.00000	0	0.00000	128	0.00001	13	0.00000	0	0.00000	0	0.00000
Agarilytica	2036021	G	26	0.00000	34	0.00001	0	0.00000	13	0.00000	63	0.00001	43	0.00000	37	0.00000	51	0.00001	43	0.00001	13	0.00000	33	0.00000	29	0.00001	92	0.00001	342	0.00004	103	0.00002	240	0.00002	616	0.00006	141	0.00001	22	0.00000	213	0.00002	67	0.00001	28	0.00001	79	0.00001	79	0.00001	96	0.00001	24	0.00000	52	0.00000	33	0.00000	47	0.00000	280	0.00003	161	0.00002	0	0.00000	19	0.00000
Melo	927630	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	139	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spirometra	46580	G	10505	0.00164	10725	0.00160	17168	0.00174	18928	0.00172	15302	0.00138	12733	0.00127	12803	0.00136	14423	0.00145	13392	0.00156	13276	0.00143	10840	0.00106	7231	0.00133	12966	0.00144	11393	0.00118	8141	0.00139	9892	0.00101	10911	0.00101	16094	0.00139	5259	0.00047	10328	0.00083	11996	0.00113	7954	0.00144	7802	0.00081	6717	0.00079	6798	0.00072	8402	0.00120	19761	0.00166	19910	0.00268	10490	0.00103	15987	0.00145	6406	0.00068	0	0.00000	12999	0.00172
Hemiramphus	88695	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Galbibacter	379068	G	0	0.00000	16	0.00000	21	0.00000	20	0.00000	126	0.00001	112	0.00001	54	0.00001	25	0.00000	11	0.00000	15	0.00000	138	0.00001	12	0.00000	573	0.00006	941	0.00010	88	0.00002	363	0.00004	423	0.00004	323	0.00003	170	0.00002	1578	0.00013	311	0.00003	152	0.00003	490	0.00005	469	0.00005	456	0.00005	78	0.00001	110	0.00001	102	0.00001	78	0.00001	257	0.00002	204	0.00002	0	0.00000	14	0.00000
Huelvavirus	2842739	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	17	0.00000	75	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Columba	8931	G	433	0.00007	457	0.00007	3138	0.00032	3861	0.00035	882	0.00008	725	0.00007	743	0.00008	834	0.00008	555	0.00006	933	0.00010	769	0.00007	598	0.00011	634	0.00007	400	0.00004	430	0.00007	629	0.00006	356	0.00003	768	0.00007	232	0.00002	593	0.00005	549	0.00005	400	0.00007	674	0.00007	424	0.00005	493	0.00005	208	0.00003	445	0.00004	548	0.00007	335	0.00003	470	0.00004	242	0.00003	0	0.00000	659	0.00009
Palaeococcus	83867	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	33	0.00000	14	0.00000	0	0.00000	10	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	383	0.00004	12	0.00000	426	0.00004	281	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	924	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Neofusicoccum	407951	G	172	0.00003	175	0.00003	179	0.00002	185	0.00002	464	0.00004	352	0.00004	491	0.00005	305	0.00003	682	0.00008	188	0.00002	342	0.00003	180	0.00003	1093	0.00012	149	0.00002	664	0.00011	225	0.00002	155	0.00001	1484	0.00013	734	0.00007	555	0.00004	1876	0.00018	783	0.00014	335	0.00003	419	0.00005	479	0.00005	501	0.00007	337	0.00003	212	0.00003	430	0.00004	399	0.00004	352	0.00004	0	0.00000	196	0.00003
Sulfuricurvum	286130	G	0	0.00000	0	0.00000	0	0.00000	14	0.00000	54	0.00000	34	0.00000	34	0.00000	13	0.00000	34	0.00000	13	0.00000	14	0.00000	12	0.00000	69	0.00001	73	0.00001	61	0.00001	84	0.00001	106	0.00001	50	0.00000	21	0.00000	244	0.00002	74	0.00001	35	0.00001	174	0.00002	89	0.00001	81	0.00001	10	0.00000	41	0.00000	27	0.00000	134	0.00001	255	0.00002	100	0.00001	0	0.00000	292	0.00004
Pseudoclavibacter	255204	G	0	0.00000	0	0.00000	50	0.00001	41	0.00000	20	0.00000	11	0.00000	11	0.00000	20	0.00000	0	0.00000	13	0.00000	19	0.00000	25	0.00000	63	0.00001	749	0.00008	20	0.00000	183	0.00002	126	0.00001	279	0.00002	156	0.00001	1373	0.00011	854	0.00008	433	0.00008	881	0.00009	499	0.00006	1089	0.00012	397	0.00006	121	0.00001	45	0.00001	1358	0.00013	1763	0.00016	4307	0.00046	0	0.00000	15	0.00000
Bombyx	7090	G	1409	0.00022	1868	0.00028	1646	0.00017	1794	0.00016	2648	0.00024	2357	0.00023	2006	0.00021	1692	0.00017	1565	0.00018	1563	0.00017	2641	0.00026	782	0.00014	2002	0.00022	1921	0.00020	1308	0.00022	2036	0.00021	2406	0.00022	1706	0.00015	578	0.00005	1603	0.00013	1075	0.00010	737	0.00013	1670	0.00017	850	0.00010	917	0.00010	921	0.00013	1209	0.00010	1015	0.00014	1122	0.00011	1069	0.00010	650	0.00007	0	0.00000	1245	0.00017
Methanocaldococcus	196118	G	63	0.00001	44	0.00001	148	0.00002	156	0.00001	904	0.00008	742	0.00007	681	0.00007	312	0.00003	90	0.00001	138	0.00001	165	0.00002	87	0.00002	219	0.00002	597	0.00006	120	0.00002	590	0.00006	1314	0.00012	280	0.00002	44	0.00000	212	0.00002	145	0.00001	80	0.00001	637	0.00007	243	0.00003	261	0.00003	216	0.00003	107	0.00001	57	0.00001	229	0.00002	214	0.00002	75	0.00001	0	0.00000	92	0.00001
Pseudochalcothea	1207157	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Parastrongyloides	131309	G	1434	0.00022	1425	0.00021	2098	0.00021	2291	0.00021	2862	0.00026	2396	0.00024	2599	0.00028	1961	0.00020	1349	0.00016	1778	0.00019	3618	0.00035	1266	0.00023	1713	0.00019	3060	0.00032	1024	0.00018	4879	0.00050	6345	0.00059	2042	0.00018	404	0.00004	2159	0.00017	1049	0.00010	854	0.00016	1761	0.00018	1191	0.00014	1187	0.00013	1454	0.00021	1346	0.00011	1395	0.00019	2898	0.00029	2178	0.00020	1141	0.00012	0	0.00000	2776	0.00037
Wolinella	843	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	55	0.00001	159	0.00002	30	0.00001	77	0.00001	75	0.00001	31	0.00000	22	0.00000	35	0.00000	31	0.00000	12	0.00000	28	0.00000	13	0.00000	24	0.00000	0	0.00000	14	0.00000	0	0.00000	55	0.00001	76	0.00001	450	0.00005	0	0.00000	0	0.00000
Haematopus	32635	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Floydiella	304582	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	54	0.00001	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Disparago	112346	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leptonychotes	9712	G	597	0.00009	578	0.00009	469	0.00005	537	0.00005	843	0.00008	634	0.00006	702	0.00007	485	0.00005	372	0.00004	462	0.00005	242	0.00002	351	0.00006	339	0.00004	1119	0.00012	246	0.00004	601	0.00006	541	0.00005	458	0.00004	131	0.00001	322	0.00003	362	0.00003	250	0.00005	114	0.00001	136	0.00002	129	0.00001	452	0.00006	396	0.00003	484	0.00007	362	0.00004	272	0.00002	175	0.00002	0	0.00000	373	0.00005
Conaspidia	1428810	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sunxiuqinia	1254401	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	198	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Malus	3749	G	6777	0.00106	6944	0.00104	13012	0.00132	15563	0.00142	18962	0.00171	15103	0.00150	15330	0.00163	11296	0.00113	14206	0.00165	13778	0.00149	11753	0.00114	6014	0.00110	19791	0.00220	12469	0.00129	12662	0.00217	11724	0.00120	15631	0.00145	10300	0.00089	3523	0.00031	10614	0.00085	6275	0.00059	3978	0.00072	8226	0.00085	5303	0.00062	5658	0.00060	7892	0.00113	8997	0.00076	8829	0.00119	8328	0.00082	9676	0.00088	5367	0.00057	0	0.00000	22675	0.00301
Inhella	644355	G	0	0.00000	15	0.00000	21	0.00000	30	0.00000	13	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	32	0.00000	27	0.00000	0	0.00000	88	0.00001	12	0.00000	55	0.00001	17	0.00000	0	0.00000	107	0.00001	74	0.00001	175	0.00001	130	0.00001	79	0.00001	112	0.00001	86	0.00001	109	0.00001	48	0.00001	220	0.00002	12	0.00000	60	0.00001	253	0.00002	647	0.00007	0	0.00000	16	0.00000
Kerstersia	257820	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	207	0.00002	174	0.00002	64	0.00001	148	0.00002	774	0.00007	123	0.00001	33	0.00000	152	0.00001	138	0.00001	101	0.00002	211	0.00002	128	0.00002	234	0.00002	167	0.00002	247	0.00002	156	0.00002	1357	0.00013	1484	0.00014	18095	0.00193	0	0.00000	0	0.00000
Parachlamydia	83551	G	0	0.00000	0	0.00000	25	0.00000	38	0.00000	19	0.00000	35	0.00000	18	0.00000	0	0.00000	62	0.00001	38	0.00000	34	0.00000	15	0.00000	34	0.00000	143	0.00001	18	0.00000	0	0.00000	0	0.00000	102	0.00001	22	0.00000	455	0.00004	38	0.00000	68	0.00001	172	0.00002	352	0.00004	34	0.00000	20	0.00000	57	0.00000	0	0.00000	10	0.00000	36	0.00000	154	0.00002	0	0.00000	20	0.00000
Acalles	201732	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1285	0.00018	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ewingella	41201	G	0	0.00000	14	0.00000	0	0.00000	14	0.00000	14	0.00000	25	0.00000	0	0.00000	20	0.00000	20	0.00000	19	0.00000	0	0.00000	11	0.00000	15	0.00000	57	0.00001	0	0.00000	16	0.00000	0	0.00000	64	0.00001	27	0.00000	82	0.00001	39	0.00000	28	0.00001	78	0.00001	116	0.00001	103	0.00001	0	0.00000	92	0.00001	0	0.00000	20	0.00000	44	0.00000	70	0.00001	0	0.00000	13	0.00000
Noterus	110026	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1003	0.00010	0	0.00000	1026	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hypovirus	39749	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Persicimonas	2766927	G	14	0.00000	22	0.00000	15	0.00000	30	0.00000	34	0.00000	28	0.00000	27	0.00000	40	0.00000	43	0.00001	35	0.00000	24	0.00000	44	0.00001	163	0.00002	42	0.00000	83	0.00001	33	0.00000	20	0.00000	81	0.00001	37	0.00000	227	0.00002	224	0.00002	122	0.00002	220	0.00002	226	0.00003	244	0.00003	46	0.00001	55	0.00000	38	0.00001	73	0.00001	203	0.00002	262	0.00003	0	0.00000	20	0.00000
Candidatus Nitrosopelagicus	1593364	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	41	0.00000	47	0.00001	0	0.00000	118	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	306	0.00003	35	0.00000	33	0.00000	40	0.00000	39	0.00001	32	0.00000	47	0.00001	39	0.00000	350	0.00005	0	0.00000	0	0.00000	17	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Myrmicocrypta	34713	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	36	0.00000	35	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Forelophilus	604360	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	32	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Rubripirellula	1579505	G	97	0.00002	93	0.00001	39	0.00000	136	0.00001	110	0.00001	64	0.00001	21	0.00000	72	0.00001	138	0.00002	29	0.00000	137	0.00001	122	0.00002	49	0.00001	28	0.00000	42	0.00001	120	0.00001	41	0.00000	109	0.00001	39	0.00000	351	0.00003	168	0.00002	188	0.00003	342	0.00004	186	0.00002	252	0.00003	51	0.00001	76	0.00001	39	0.00001	119	0.00001	322	0.00003	165	0.00002	0	0.00000	57	0.00001
Agrochola	689302	G	14681	0.00230	15387	0.00230	22542	0.00229	24747	0.00225	25538	0.00230	21920	0.00218	20966	0.00223	23787	0.00239	21143	0.00246	21082	0.00227	31344	0.00305	13402	0.00246	21864	0.00243	24936	0.00258	14630	0.00250	25329	0.00259	27566	0.00255	22352	0.00193	7234	0.00065	20365	0.00164	14005	0.00132	9307	0.00169	18382	0.00191	11444	0.00134	12385	0.00132	13517	0.00193	17789	0.00149	15615	0.00210	17490	0.00172	20794	0.00189	8986	0.00096	0	0.00000	18732	0.00249
Cucurbitaria	45141	G	81	0.00001	91	0.00001	68	0.00001	63	0.00001	113	0.00001	106	0.00001	84	0.00001	118	0.00001	75	0.00001	63	0.00001	109	0.00001	49	0.00001	97	0.00001	65	0.00001	67	0.00001	55	0.00001	60	0.00001	169	0.00001	64	0.00001	229	0.00002	179	0.00002	65	0.00001	105	0.00001	118	0.00001	213	0.00002	157	0.00002	66	0.00001	70	0.00001	84	0.00001	86	0.00001	66	0.00001	0	0.00000	61	0.00001
Thermosediminibacter	291988	G	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	0	0.00000	0	0.00000	0	0.00000	1352	0.00014	197	0.00003	880	0.00009	1563	0.00014	523	0.00005	0	0.00000	98	0.00001	14	0.00000	139	0.00003	954	0.00010	15	0.00000	612	0.00007	78	0.00001	104	0.00001	0	0.00000	0	0.00000	13	0.00000	10	0.00000	0	0.00000	0	0.00000
Anagyrus	272196	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caldisphaera	200414	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	15	0.00000	11	0.00000	0	0.00000	10	0.00000	14	0.00000	16	0.00000	12	0.00000	0	0.00000	29	0.00000	252	0.00003	0	0.00000	100	0.00001	127	0.00001	32	0.00000	0	0.00000	40	0.00000	0	0.00000	13	0.00000	19	0.00000	44	0.00001	22	0.00000	31	0.00000	100	0.00001	13	0.00000	49	0.00000	67	0.00001	10	0.00000	0	0.00000	0	0.00000
Libinia	6806	G	245	0.00004	206	0.00003	100	0.00001	75	0.00001	212	0.00002	109	0.00001	168	0.00002	123	0.00001	47	0.00001	46	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	167	0.00001	48	0.00000	0	0.00000	90	0.00001	71	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	116	0.00001	178	0.00002	0	0.00000	99	0.00001	0	0.00000	0	0.00000	200	0.00003
Leptothermofonsia	2917830	G	17	0.00000	0	0.00000	14	0.00000	22	0.00000	25	0.00000	17	0.00000	22	0.00000	39	0.00000	19	0.00000	16	0.00000	15	0.00000	13	0.00000	32	0.00000	95	0.00001	30	0.00001	62	0.00001	126	0.00001	84	0.00001	15	0.00000	138	0.00001	72	0.00001	44	0.00001	80	0.00001	64	0.00001	75	0.00001	12	0.00000	18	0.00000	20	0.00000	13	0.00000	71	0.00001	24	0.00000	0	0.00000	14	0.00000
Chinchilla	10151	G	554	0.00009	656	0.00010	782	0.00008	876	0.00008	918	0.00008	757	0.00008	759	0.00008	1087	0.00011	812	0.00009	968	0.00010	655	0.00006	688	0.00013	1364	0.00015	602	0.00006	910	0.00016	537	0.00005	537	0.00005	944	0.00008	365	0.00003	502	0.00004	782	0.00007	537	0.00010	960	0.00010	440	0.00005	527	0.00006	360	0.00005	825	0.00007	850	0.00011	373	0.00004	686	0.00006	619	0.00007	0	0.00000	787	0.00010
Dictyocha	35686	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Eugenia	119950	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	137	0.00001	222	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphaerobacter	2056	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	14	0.00000	11	0.00000	14	0.00000	15	0.00000	0	0.00000	24	0.00000	71	0.00001	17	0.00000	29	0.00000	45	0.00000	16	0.00000	18	0.00000	0	0.00000	67	0.00001	33	0.00000	222	0.00002	123	0.00001	98	0.00002	144	0.00001	67	0.00001	217	0.00002	84	0.00001	92	0.00001	27	0.00000	41	0.00000	226	0.00002	279	0.00003	0	0.00000	17	0.00000
Nesticella	1112533	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	450	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
